code,current,name,name_short,gender,function,country,nationality,nationality_code,height,weight,disciplines,events,birth_date
1532951,True,ARENAS Lorena,ARENAS L,Female,Athlete,Colombia,Colombia,COL,162.0,0.0,['Athletics'],"[Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed']",1993-09-17
1533112,True,McKENZIE Ashley,McKENZIE A,Male,Athlete,Jamaica,Jamaica,JAM,0.0,0.0,['Judo'],['Men -60 kg'],1989-07-17
1533176,True,CAMARA Ebrahima,CAMARA E,Male,Athlete,Gambia,Gambia,GAM,178.0,0.0,['Athletics'],[Men's 100m],1996-09-18
1533188,True,RUEDA SANTOS Lizeth,RUEDA SANTOS L,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Triathlon'],[Women's Individual],1994-03-07
1533189,True,TAPIA VIDAL Rosa Maria,TAPIA VIDAL RM,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Triathlon'],[Women's Individual],1997-08-27
1533190,True,GRAJALES Crisanto,GRAJALES C,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Triathlon'],[Men's Individual],1987-05-06
1533208,True,MAAROUFOU Hachim,MAAROUFOU H,Male,Athlete,Comoros,Comoros,COM,183.0,0.0,['Athletics'],[Men's 100m],1997-02-13
1533209,True,SAADI Maesha,SAADI M,Female,Athlete,Comoros,Comoros,COM,0.0,0.0,['Swimming'],[Women's 50m Freestyle],2007-01-16
1533230,True,DIOSDADO Nuria,DIOSDADO N,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],"['Team', 'Duet']",1990-08-22
1533231,True,JIMENEZ Joana,JIMENEZ J,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],"['Team', 'Duet']",1993-08-19
1533232,True,SOBRINO Jessica,SOBRINO J,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],['Team'],1994-05-26
1533234,True,ALFEREZ Regina,ALFEREZ R,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],['Team'],1997-12-01
1533235,True,ARELLANO Fernanda,ARELLANO F,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],['Team'],2002-02-28
1533237,True,TOSCANO Pamela,TOSCANO P,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],['Team'],2000-01-13
1533239,True,GONZALEZ Itzamary,GONZALEZ I,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],['Team'],2003-11-14
1533240,True,RODRIGUEZ Samanta,RODRIGUEZ S,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],['Team'],1994-12-05
1533243,True,INZUNZA Glenda,INZUNZA G,Female,Alternate Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Swimming'],['Team'],2000-03-12
1533245,True,SEHEN Sajjad,SEHEN S,Male,Athlete,Iraq,Iraq,IRQ,0.0,0.0,['Judo'],['Men -81 kg'],1996-03-08
1533359,True,RUBAIAWI Ali Ammar Yusur,RUBAIAWI AAY,Male,Athlete,Iraq,Iraq,IRQ,0.0,0.0,['Weightlifting'],[Men's +102kg],2004-08-02
1533364,True,ISMAIL Mohamed,ISMAIL M,Male,Athlete,Djibouti,Djibouti,DJI,170.0,0.0,['Athletics'],[Men's 5000m],1997-01-01
1533371,True,HASSAN Ibrahim,HASSAN I,Male,Athlete,Djibouti,Djibouti,DJI,170.0,0.0,['Athletics'],[Men's Marathon],1997-01-01
1533372,True,WAISS Abdi,WAISS A,Male,Athlete,Djibouti,Djibouti,DJI,170.0,0.0,['Athletics'],[Men's 5000m],1996-07-03
1533374,True,HASSAN NOUR Samiyah,HASSAN NOUR S,Female,Athlete,Djibouti,Djibouti,DJI,160.0,0.0,['Athletics'],[Women's 5000m],1999-12-05
1533378,True,HOUSSEIN BARKAT Houmed,HOUSSEIN BARKAT H,Male,Athlete,Djibouti,Djibouti,DJI,0.0,0.0,['Swimming'],[Men's 50m Freestyle],2004-04-04
1535180,True,BARAT Andy,BARAT A,Male,Athlete,Comoros,Comoros,COM,0.0,0.0,['Canoe Slalom'],"[Men's Kayak Single, Men's Kayak Cross]",1997-11-29
1535186,True,MARTINEZ RAMIREZ Miguel Angel,MARTINEZ RAMIREZ M,Male,Athlete,Mexico,Mexico,MEX,178.0,0.0,['Boxing'],[Men's 63.5kg],2001-03-17
1535187,True,VERDE ALVAREZ Marco Alonso,VERDE ALVAREZ MA,Male,Athlete,Mexico,Mexico,MEX,180.0,0.0,['Boxing'],[Men's 71kg],2002-02-11
1535191,True,GONZALEZ Alegna,GONZALEZ A,Female,Athlete,Mexico,Mexico,MEX,158.0,0.0,['Athletics'],"[Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed']",1999-01-02
1535195,True,LOPEZ Jesus Tonatiu,LOPEZ JT,Male,Athlete,Mexico,Mexico,MEX,190.0,0.0,['Athletics'],[Men's 800m],1997-08-02
1535199,True,PORTILLO Erick,PORTILLO E,Male,Athlete,Mexico,Mexico,MEX,190.0,0.0,['Athletics'],[Men's High Jump],2000-10-05
1535201,True,MUNOZ Uziel,MUNOZ U,Male,Athlete,Mexico,Mexico,MEX,185.0,0.0,['Athletics'],[Men's Shot Put],1995-09-08
1535202,True,del REAL Diego,del REAL D,Male,Athlete,Mexico,Mexico,MEX,185.0,0.0,['Athletics'],[Men's Hammer Throw],1994-03-06
1535203,True,DOCTOR Jose Luis,DOCTOR JL,Male,Athlete,Mexico,Mexico,MEX,175.0,0.0,['Athletics'],[Men's 20km Race Walk],1996-06-14
1535212,True,MORAN Paola,MORAN P,Female,Athlete,Mexico,Mexico,MEX,169.0,0.0,['Athletics'],[Women's 400m],1997-02-25
1535214,True,GALVAN Laura,GALVAN L,Female,Athlete,Mexico,Mexico,MEX,162.0,0.0,['Athletics'],[Women's 5000m],1991-10-05
1535216,True,CORTES Alma Delia,CORTES AD,Female,Athlete,Mexico,Mexico,MEX,160.0,0.0,['Athletics'],[Women's 5000m],1997-12-26
1535217,True,CRISTIAN MOSCOTE Citlali,CRISTIAN MOSCOTE C,Female,Athlete,Mexico,Mexico,MEX,154.0,0.0,['Athletics'],[Women's Marathon],1995-04-15
1535222,True,PALMA OLIVARES Ever Jair,PALMA OLIVARES EJ,Male,Athlete,Mexico,Mexico,MEX,168.0,0.0,['Athletics'],['Marathon Race Walk Relay Mixed'],1992-03-18
1535225,True,OETLING RAMIREZ Elena,OETLING RAMIREZ E,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Sailing'],[Women's Dinghy],1993-04-18
1535226,True,AGUILAR CHAVEZ PEON Mariana,AGUILAR CH P,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Sailing'],[Women's Windsurfing],1999-03-12
1535252,True,LECHUGA ALANIS Kenia,LECHUGA ALANIS K,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rowing'],[Women's Single Sculls],1994-06-26
1535260,True,LOPEZ GARCIA Alexis,LOPEZ GARCIA A,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rowing'],[Lightweight Men's Double Sculls],1997-05-01
1535267,True,CARBALLO NIETO Miguel,CARBALLO NIETO M,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rowing'],[Lightweight Men's Double Sculls],1992-07-08
1535310,True,BLANCO Luisa,BLANCO L,Female,Athlete,Colombia,Colombia,COL,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault]",2001-11-18
1535343,True,WILLARS VALDEZ Randal,WILLARS VALDEZ R,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],"[Men's 10m Platform, Men's Synchronised 10m Platform]",2002-04-30
1535345,True,BERLIN REYES Kevin,BERLIN REYES K,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],"[Men's 10m Platform, Men's Synchronised 10m Platform]",2001-04-25
1535346,True,OROZCO LOZA Alejandra,OROZCO LOZA A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],"[Women's 10m Platform, Women's Synchronised 10m Platform]",1997-04-19
1535348,True,AGUNDEZ GARCIA Gabriela,AGUNDEZ GARCIA G,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],"[Women's 10m Platform, Women's Synchronised 10m Platform]",2000-08-04
1535349,True,OLVERA IBARRA Osmar,OLVERA IBARRA O,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],"[Men's 3m Springboard, Men's Synchronised 3m Springboard]",2004-06-05
1535350,True,GARZA PEREZ Eugenio,GARZA PEREZ E,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1996-07-23
1535351,True,FERNANDEZ Federico,FERNANDEZ F,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1968-03-28
1535354,True,de LARA OJEDA Miguel Alejandro,de LARA OJEDA MA,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Swimming'],"[Men's 100m Breaststroke, Men's 200m Breaststroke]",1994-08-09
1535356,True,MORENO Alexa,MORENO A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault]",1994-08-08
1535357,True,SANDOVAL Ahtziri,SANDOVAL A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault]",1996-10-05
1535358,True,FLORES Sofia,FLORES S,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2004-12-20
1535359,True,SALAZAR Kimberly,SALAZAR K,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2004-04-24
1535360,True,TEJEDA Adirem,TEJEDA A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2002-06-21
1535361,True,ALCOCER Dalia,ALCOCER D,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2004-01-02
1535362,True,GUTIERREZ Julia,GUTIERREZ J,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2007-09-13
1535363,True,HERNANDEZ Emiliano,HERNANDEZ E,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Modern Pentathlon'],[Men's Individual],1998-01-27
1535364,True,CARRILLO Duilio,CARRILLO D,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Modern Pentathlon'],[Men's Individual],1997-03-24
1535365,True,OLIVER Mayan,OLIVER M,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Modern Pentathlon'],[Women's Individual],1993-07-11
1535366,True,SANSORES Carlos,SANSORES C,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Taekwondo'],['Men +80kg'],1997-06-25
1535367,True,SOUZA Daniela Paola,SOUZA DP,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Taekwondo'],['Women -49kg'],1999-08-27
1535368,True,CLELAND QUINONEZ Alan,CLELAND QUINONEZ A,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Surfing'],['Men'],2002-06-19
1535373,True,GRIGORIAN Aram,GRIGORIAN A,Male,Athlete,UA Emirates,UA Emirates,UAE,0.0,0.0,['Judo'],['Men -90 kg'],1998-06-09
1535374,True,KOSTOEV Dzhafar,KOSTOEV D,Male,Athlete,UA Emirates,UA Emirates,UAE,0.0,0.0,['Judo'],['Men -100 kg'],1999-04-28
1535375,True,MAGOMEDOMAROV Magomedomar,MAGOMEDOMAROV M,Male,Athlete,UA Emirates,UA Emirates,UAE,0.0,0.0,['Judo'],['Men +100 kg'],2001-04-10
1535376,True,TATALASHVILI Nugzari,TATALASHVILI N,Male,Athlete,UA Emirates,UA Emirates,UAE,0.0,0.0,['Judo'],['Men -81 kg'],1990-03-20
1535383,True,BISHRELT Khorloodoi,BISHRELT K,Female,Athlete,UA Emirates,UA Emirates,UAE,0.0,0.0,['Judo'],['Women -52 kg'],1998-05-29
1535385,True,HOUSSEIN Alexandre,HOUSSEIN A,Male,Athlete,Djibouti,Djibouti,DJI,0.0,0.0,['Judo'],['Men -73 kg'],1998-03-28
1535395,True,AL SAYEGH Safia,AL SAYEGH S,Female,Athlete,UA Emirates,UA Emirates,UAE,0.0,0.0,['Cycling Road'],[Women's Road Race],2001-09-23
1535420,True,VALENCIA Alejandra,VALENCIA A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Archery'],"[Women's Individual, Women's Team, 'Mixed Team']",1994-10-17
1535429,True,RUIZ Angela,RUIZ A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Archery'],"[Women's Individual, Women's Team]",2006-07-28
1535430,True,GRANDE Matias,GRANDE M,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Archery'],"[Men's Individual, Men's Team, 'Mixed Team']",2004-04-26
1535433,True,PRIETO Marcela,PRIETO M,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Road'],[Women's Road Race],1992-03-11
1535438,True,RAMIREZ RAMOS Edson Ismael,RAMIREZ RAMOS EI,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",2000-07-10
1535439,True,RODRIGUEZ Gabriela,RODRIGUEZ G,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Shooting'],['Skeet Women'],1996-12-12
1535440,True,ZAVALA VAZQUEZ Alejandra,ZAVALA VAZQUEZ A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1984-06-16
1535441,True,QUEZADA MARQUEZ Carlos,QUEZADA MARQUEZ C,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1999-10-21
1535442,True,PENAFLOR MOYSEN Aram Michell,PENAFLOR MOYSEN AM,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Triathlon'],[Men's Individual],1999-03-11
1535444,True,REINOSO Sofia,REINOSO S,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Canoe Slalom'],"[Women's Kayak Single, Women's Kayak Cross]",1996-10-23
1535448,True,BRIONES FRAGOZA Beatriz,BRIONES FRAGOZA B,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Canoe Sprint'],"[Women's Kayak Single 500m, Women's Kayak Double 500m]",1999-02-10
1535449,True,ALANIS MORALES Karina,ALANIS MORALES K,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Canoe Sprint'],"[Women's Kayak Single 500m, Women's Kayak Double 500m]",1993-12-09
1535505,True,LINARES Natalia,LINARES N,Female,Athlete,Colombia,Colombia,COL,171.0,0.0,['Athletics'],[Women's Long Jump],2003-01-03
1535506,True,LONGA Ronal,LONGA R,Male,Athlete,Colombia,Colombia,COL,183.0,0.0,['Athletics'],[Men's 100m],2004-06-30
1535511,True,RUIZ HURTADO Flor Denis,RUIZ HURTADO FD,Female,Athlete,Colombia,Colombia,COL,175.0,0.0,['Athletics'],[Women's Javelin Throw],1991-01-29
1535512,True,ORJUELA Angie,ORJUELA A,Female,Athlete,Colombia,Colombia,COL,158.0,0.0,['Athletics'],[Women's Marathon],1989-05-09
1535513,True,RENTERIA RENTERIA Tatiana,RENTERIA RENTERIA,Female,Athlete,Colombia,Colombia,COL,0.0,0.0,['Wrestling'],[Women's Freestyle 76kg],2000-12-22
1535514,True,VALDES PANA Angie Paola,VALDES PANA AP,Female,Athlete,Colombia,Colombia,COL,165.0,0.0,['Boxing'],[Women's 60kg],2000-07-14
1535522,True,ARBOLEDA MENDOZA Valeria,ARBOLEDA MENDOZA V,Female,Athlete,Colombia,Colombia,COL,164.0,0.0,['Boxing'],[Women's 57kg],2002-04-13
1535524,True,BOLANOS LOPEZ Victor,BOLANOS LOPEZ V,Male,Athlete,Colombia,Colombia,COL,0.0,0.0,['Sailing'],[Men's Kite],1994-09-19
1535609,True,ABDOLI Samyar,ABDOLI S,Male,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Swimming'],[Men's 100m Freestyle],2002-12-25
1535660,True,SIMWAKA Asimenye,SIMWAKA A,Female,Athlete,Malawi,Malawi,MAW,168.0,0.0,['Athletics'],[Women's 100m],1997-08-08
1535693,True,AL MARZOOQI Omar Abdul Aziz,AL MARZOOQI OAA,Male,Athlete,UA Emirates,UA Emirates,UAE,0.0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2003-03-28
1535729,True,SERRANO Franco,SERRANO F,Male,Athlete,Argentina,Argentina,ARG,0.0,0.0,['Modern Pentathlon'],[Men's Individual],2000-11-22
1535766,True,KUMEL SAADI,KUMEL SAADI,Male,Athlete,Iraq,Iraq,IRQ,191.0,0.0,['Football'],['Men'],2004-08-19
1535776,True,JOSEF AL IMAM,JOSEF AL IMAM,Male,Athlete,Iraq,Iraq,IRQ,182.0,0.0,['Football'],['Men'],2004-07-27
1535804,True,MUNTADHER ABDULAMEER,MUNTADHER ABDULAM,Male,Athlete,Iraq,Iraq,IRQ,165.0,0.0,['Football'],['Men'],2001-10-06
1535805,True,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,Male,Athlete,Iraq,Iraq,IRQ,170.0,0.0,['Football'],['Men'],2001-06-05
1535852,True,MAEDER Maximilian,MAEDER M,Male,Athlete,Singapore,Singapore,SGP,0.0,0.0,['Sailing'],[Men's Kite],2006-09-12
1535853,True,LO Ryan,LO R,Male,Athlete,Singapore,Singapore,SGP,0.0,0.0,['Sailing'],[Men's Dinghy],1997-02-26
1535854,True,SIM En Yi Letitia,SIM EYL,Female,Athlete,Singapore,Singapore,SGP,0.0,0.0,['Swimming'],"[Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4 x 100m Medley Relay]",2003-03-03
1535856,True,TAN Jonathan Eu Jin,TAN JEJ,Male,Athlete,Singapore,Singapore,SGP,0.0,0.0,['Swimming'],"[Men's 100m Freestyle, Men's 50m Freestyle]",2002-03-11
1535858,True,PEREIRA Veronica Shanti,PEREIRA VS,Female,Athlete,Singapore,Singapore,SGP,164.0,0.0,['Athletics'],"[Women's 100m, Women's 200m]",1996-09-20
1535910,True,ZAID TAHSEEN,ZAID TAHSEEN,Male,Athlete,Iraq,Iraq,IRQ,187.0,0.0,['Football'],['Men'],2001-01-29
1535913,True,HUSSEIN AMER,HUSSEIN AMER,Male,Athlete,Iraq,Iraq,IRQ,182.0,0.0,['Football'],['Men'],2002-04-28
1535914,True,ANAK LISES Bertrand Rhodict,ANAK LISES BR,Male,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Diving'],[Men's 10m Platform],2005-05-28
1535916,True,HUSSEIN LAWEND,HUSSEIN LAWEND,Male,Athlete,Iraq,Iraq,IRQ,180.0,0.0,['Football'],['Men'],2001-01-20
1535918,True,WONG Guanjie Johnathan,WONG GJ,Male,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Shooting'],['10m Air Pistol Men'],1992-08-23
1535925,True,MOHAMAD ZUBIR Nur Aisyah,MOHAMAD ZUBIR NA,Female,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Cycling Road'],[Women's Road Race],1997-10-04
1535926,True,MOHAMAD LATIF Nur Shazrin,MOHAMAD LATIF NS,Female,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Sailing'],[Women's Dinghy],1998-02-02
1535927,True,ALI JASIM,ALI JASIM,Male,Athlete,Iraq,Iraq,IRQ,178.0,0.0,['Football'],['Men'],2004-01-20
1535928,True,KARRAR SAAD,KARRAR SAAD,Male,Athlete,Iraq,Iraq,IRQ,176.0,0.0,['Football'],['Men'],2001-03-22
1535929,True,KARRAR MOHAMMED,KARRAR MOHAMMED,Male,Athlete,Iraq,Iraq,IRQ,183.0,0.0,['Football'],['Men'],2001-01-06
1535930,True,NIHAD MOHAMMED,NIHAD MOHAMMED,Male,Athlete,Iraq,Iraq,IRQ,177.0,0.0,['Football'],['Men'],2001-01-14
1535959,True,DOUA Camil,DOUA C,Male,Athlete,Mauritania,Mauritania,MTN,0.0,0.0,['Swimming'],[Men's 50m Freestyle],2002-02-23
1535993,True,CHEW Caroline,CHEW C,Female,Athlete,Singapore,Singapore,SGP,0.0,0.0,['Equestrian'],['Dressage Individual'],1992-04-18
1536032,True,HERNANDEZ FLORES Margarita,HERNANDEZ FLORES M,Female,Athlete,Mexico,Mexico,MEX,149.0,0.0,['Athletics'],[Women's Marathon],1985-12-03
1536045,True,SALIMI Arian,SALIMI A,Male,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Taekwondo'],['Men +80kg'],2003-12-16
1536058,True,BARKHORDARI Mehran,BARKHORDARI M,Male,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Taekwondo'],['Men -80kg'],2000-07-26
1536064,True,NEMATZADEH Mobina,NEMATZADEH M,Female,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Taekwondo'],['Women -49kg'],2005-05-17
1536067,True,KIYANICHANDEH Nahid,KIYANICHANDEH N,Female,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Taekwondo'],['Women -57kg'],1998-08-01
1536157,True,MPALI Adam,MPALI A,Male,Athlete,Gabon,Gabon,GAB,0.0,0.0,['Swimming'],[Men's 50m Freestyle],2002-05-29
1536175,True,AMISON Naima-Zahra,AMISON NZ,Female,Athlete,Djibouti,Djibouti,DJI,0.0,0.0,['Swimming'],[Women's 50m Freestyle],2003-10-10
1536184,True,STREHLKE DELGADO Paulo,STREHLKE DELGADO P,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Marathon Swimming'],[Men's 10km],2006-01-10
1536190,True,SANDOVAL AYALA Martha,SANDOVAL AYALA M,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Marathon Swimming'],[Women's 10km],1998-08-14
1536196,True,ESTUDILLO TORRES Alejandra,ESTUDILLO TORRES A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],[Women's 3m Springboard],2005-05-20
1536197,True,CELAYA HERNANDEZ Juan Manuel,CELAYA HERNANDEZ J,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],[Men's Synchronised 3m Springboard],1998-09-01
1536198,True,VAZQUEZ MONTANO Aranza,VAZQUEZ MONTANO A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Diving'],[Women's 3m Springboard],2002-08-21
1536207,True,ALIPOUR SHENAZANDIFARD Reza,ALI POUR R,Male,Athlete,IR Iran,IR Iran,IRI,170.0,0.0,['Sport Climbing'],[Men's Speed],1994-04-29
1536214,True,ALAMIAN Nima,ALAMIAN N,Male,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Table Tennis'],[Men's Singles],1992-12-24
1536215,True,ALAMIYAN Noshad,ALAMIYAN N,Male,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Table Tennis'],[Men's Singles],1991-11-21
1536233,True,YASEEN Taha Hussein,YASEEN TH,Male,Athlete,Iraq,Iraq,IRQ,171.0,0.0,['Athletics'],[Men's 100m],1998-01-01
1536251,True,MAAN Tulika,MAAN T,Female,Athlete,India,India,IND,0.0,0.0,['Judo'],['Women +78 kg'],1998-09-09
1536341,True,ANCER Abraham,ANCER A,Male,Athlete,Mexico,Mexico,MEX,170.0,0.0,['Golf'],[Men's Individual Stroke Play],1991-02-27
1536368,True,SHARMA Shubhankar,SHARMA S,Male,Athlete,India,India,IND,177.0,0.0,['Golf'],[Men's Individual Stroke Play],1996-07-21
1536371,True,BHULLAR Gaganjeet,BHULLAR G,Male,Athlete,India,India,IND,184.0,0.0,['Golf'],[Men's Individual Stroke Play],1988-04-27
1536372,True,GIRMA Ermias,GIRMA E,Male,Athlete,Ethiopia,Ethiopia,ETH,176.0,0.0,['Athletics'],[Men's 1500m],2005-01-20
1536460,True,ROJAS Carlos,ROJAS C,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Archery'],"[Men's Individual, Men's Team]",2000-01-14
1536467,True,MARTINEZ WING Bruno,MARTINEZ WING B,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Archery'],"[Men's Individual, Men's Team]",1998-03-08
1536479,True,VAZQUEZ Ana,VAZQUEZ A,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Archery'],"[Women's Individual, Women's Team]",2000-10-05
1536494,True,RIVERA Edgar,RIVERA E,Male,Athlete,Mexico,Mexico,MEX,198.0,0.0,['Athletics'],[Men's High Jump],1991-02-13
1536495,True,TAMAYO-GARZA Cecilia,TAMAYO-GARZA C,Female,Athlete,Mexico,Mexico,MEX,167.0,0.0,['Athletics'],"[Women's 100m, Women's 200m]",1997-03-04
1536496,True,ALEMU Habitam,ALEMU H,Female,Athlete,Ethiopia,Ethiopia,ETH,170.0,0.0,['Athletics'],[Women's 800m],1997-07-09
1536497,True,MESELE Worknesh,MESELE W,Female,Athlete,Ethiopia,Ethiopia,ETH,172.0,0.0,['Athletics'],[Women's 800m],2001-06-11
1536498,True,DUGUMA Tsige,DUGUMA T,Female,Athlete,Ethiopia,Ethiopia,ETH,164.0,0.0,['Athletics'],[Women's 800m],2001-02-23
1536522,True,ASHOK Aditi,ASHOK A,Female,Athlete,India,India,IND,173.0,0.0,['Golf'],[Women's Individual Stroke Play],1998-03-29
1536523,True,DAGAR Diksha,DAGAR D,Female,Athlete,India,India,IND,175.0,0.0,['Golf'],[Women's Individual Stroke Play],2000-12-14
1536568,True,FAYISA Abdisa,FAYISA A,Male,Athlete,Ethiopia,Ethiopia,ETH,173.0,0.0,['Athletics'],[Men's 1500m],2005-04-24
1536585,True,GUERRERO Ilse,GUERRERO I,Female,Athlete,Mexico,Mexico,MEX,156.0,0.0,['Athletics'],[Women's 20km Race Walk],1993-03-24
1536599,True,CHAMA Noel,CHAMA N,Male,Athlete,Mexico,Mexico,MEX,176.0,0.0,['Athletics'],[Men's 20km Race Walk],1997-09-15
1536600,True,ORTIZ Ricardo,ORTIZ R,Male,Athlete,Mexico,Mexico,MEX,168.0,0.0,['Athletics'],[Men's 20km Race Walk],1995-02-07
1536624,True,SHAHSAVARI Neda,SHAHSAVARI N,Female,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Table Tennis'],[Women's Singles],1986-09-21
1536632,True,FALLAH Mobina,FALLAH M,Female,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Archery'],[Women's Individual],1999-08-13
1536648,True,LOH Kean Yew,LOH KY,Male,Athlete,Singapore,Singapore,SGP,175.0,0.0,['Badminton'],[Men's Singles],1997-06-26
1536649,True,HEE Yong Kai Terry,HEE YKT,Male,Athlete,Singapore,Singapore,SGP,171.0,0.0,['Badminton'],['Mixed Doubles'],1995-07-06
1536650,True,TAN Wei Han Jessica,TAN WHJ,Female,Athlete,Singapore,Singapore,SGP,167.0,0.0,['Badminton'],['Mixed Doubles'],1993-07-16
1536651,True,YEO Jia Min,YEO JM,Female,Athlete,Singapore,Singapore,SGP,163.0,0.0,['Badminton'],[Women's Singles],1999-02-01
1536669,True,LABIB Ali,LABIB A,Male,Athlete,IR Iran,IR Iran,IRI,0.0,0.0,['Cycling Road'],[Men's Road Race],2002-09-21
