code,current,name,name_short,gender,function,country,nationality,nationality_code,height,weight,disciplines,events,birth_date
1550027,True,HOLLINGSHED Mya,HOLLINGSHED M,Female,Athlete,Puerto Rico,United States,USA,193.0,0.0,['Basketball'],['Women'],1999-10-29
1550028,True,ROSADO Pamela,ROSADO P,Female,Athlete,Puerto Rico,United States,USA,165.0,0.0,['Basketball'],['Women'],1986-04-30
1550031,True,GUIRANTES Arella,GUIRANTES A,Female,Athlete,Puerto Rico,United States,USA,180.0,0.0,['Basketball'],['Women'],1997-10-15
1550032,True,BENITEZ Jacqueline,BENITEZ J,Female,Athlete,Puerto Rico,United States,USA,178.0,0.0,['Basketball'],['Women'],1997-06-06
1550035,True,JONES Brianna,JONES B,Female,Athlete,Puerto Rico,United States,USA,178.0,0.0,['Basketball'],['Women'],1997-02-09
1550037,True,FRANCO Hugo,FRANCO H,Male,Athlete,Cuba,Cuba,CUB,0.0,0.0,['Archery'],[Men's Individual],1992-02-22
1550042,True,MELENDEZ Tayra,MELENDEZ T,Female,Athlete,Puerto Rico,United States,USA,170.0,0.0,['Basketball'],['Women'],1993-10-29
1550045,True,SAN ANTONIO Trinity,SAN ANTONIO T,Female,Athlete,Puerto Rico,United States,USA,174.0,0.0,['Basketball'],['Women'],2003-10-28
1550051,True,QUINONES Isalys,QUINONES I,Female,Athlete,Puerto Rico,United States,USA,191.0,0.0,['Basketball'],['Women'],1997-10-23
1550067,True,BOLAT Ebru,BOLAT E,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Sailing'],[Women's Dinghy],1999-10-22
1550072,True,BOGDAN Ana,BOGDAN A,Female,Athlete,Romania,Romania,ROU,170.0,0.0,['Tennis'],"[Women's Doubles, Women's Singles]",1992-11-25
1550074,True,CRISTIAN Jaqueline Adina,CRISTIAN JA,Female,Athlete,Romania,Romania,ROU,175.0,0.0,['Tennis'],"[Women's Doubles, Women's Singles]",1998-06-05
1550075,True,NICULESCU Monica,NICULESCU M,Female,Athlete,Romania,Romania,ROU,168.0,0.0,['Tennis'],[Women's Doubles],1987-09-25
1550088,True,GANDIA Adrian,GANDIA A,Male,Athlete,Puerto Rico,United States,USA,0.0,0.0,['Judo'],['Men -81 kg'],1997-12-19
1550089,True,PEREZ Maria,PEREZ M,Female,Athlete,Puerto Rico,United States,USA,0.0,0.0,['Judo'],['Women -70 kg'],1989-04-01
1550108,True,ESSABAI Ahmed,ESSABAI A,Male,Athlete,Libya,Libya,LBA,0.0,0.0,['Athletics'],[Men's 100m],2000-06-25
1550116,True,BELENIUK Zhan,BELENIUK Z,Male,Athlete,Ukraine,Ukraine,UKR,0.0,0.0,['Wrestling'],[Men's Greco-Roman 87kg],1991-01-24
1550119,True,NASIBOV Parviz,NASIBOV P,Male,Athlete,Ukraine,Ukraine,UKR,0.0,0.0,['Wrestling'],[Men's Greco-Roman 67kg],1998-08-18
1550148,True,CAMBEI Mihaela Valentina,CAMBEI MV,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Weightlifting'],[Women's 49kg],2002-11-18
1550150,True,PAUL Georges Julien,PAUL GJ,Male,Athlete,Mauritius,Mauritius,MRI,182.0,0.0,['Badminton'],[Men's Singles],1996-01-07
1550154,True,TOMA Loredana Elena,TOMA LE,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Weightlifting'],[Women's 71kg],1995-05-10
1550162,True,KRASNIQI Distria,KRASNIQI D,Female,Athlete,Kosovo,Kosovo,KOS,0.0,0.0,['Judo'],['Women -52 kg'],1995-12-10
1550164,True,GJAKOVA Nora,GJAKOVA N,Female,Athlete,Kosovo,Kosovo,KOS,0.0,0.0,['Judo'],['Women -57 kg'],1992-08-17
1550167,True,FAZLIU Laura,FAZLIU L,Female,Athlete,Kosovo,Kosovo,KOS,0.0,0.0,['Judo'],['Women -63 kg'],2000-09-28
1550168,True,KUKA Loriana,KUKA L,Female,Athlete,Kosovo,Kosovo,KOS,0.0,0.0,['Judo'],['Women -78 kg'],1997-04-05
1550169,True,GJAKOVA Akil,GJAKOVA A,Male,Athlete,Kosovo,Kosovo,KOS,0.0,0.0,['Judo'],['Men -73 kg'],1996-01-04
1550170,True,BARBOSU Ana,BARBOSU A,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2006-07-26
1550174,True,COSMAN Lilia,COSMAN L,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2007-08-06
1550176,True,GHIGOARTA Amalia,GHIGOARTA A,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2007-01-28
1550184,True,GURULI Lasha,GURULI L,Male,Athlete,Georgia,Georgia,GEO,178.0,0.0,['Boxing'],[Men's 63.5kg],1996-08-27
1550186,True,MANECA-VOINEA Sabrina,MANECA-VOINEA S,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2007-06-04
1550192,True,PREDA Andreea,PREDA A,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2006-05-23
1550218,True,SAWADOGO Faysal,SAWADOGO F,Male,Athlete,Burkina Faso,Burkina Faso,BUR,0.0,0.0,['Taekwondo'],['Men -80kg'],1996-09-22
1550219,True,FITI Scott James,FITI SJ,Male,Athlete,Micronesia,Micronesia,FSM,174.0,0.0,['Athletics'],[Men's 100m],1995-07-17
1550221,True,LIMTIACO Tasi,LIMTIACO T,Male,Athlete,Micronesia,Micronesia,FSM,0.0,0.0,['Swimming'],[Men's 100m Breaststroke],1994-01-04
1550227,True,AWANG Mohd Azizulhasni,AWANG MA,Male,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Cycling Track'],"[Men's Keirin, Men's Sprint]",1988-01-05
1550228,True,SAHROM Muhammad Shah Firdaus,SAHROM MSF,Male,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Cycling Track'],"[Men's Keirin, Men's Sprint]",1995-11-26
1550233,True,AMIT Amit,AMIT A,Male,Athlete,India,India,IND,157.0,0.0,['Boxing'],[Men's 51kg],1995-10-16
1550250,True,CHOPRA Neeraj,CHOPRA N,Male,Athlete,India,India,IND,186.0,0.0,['Athletics'],[Men's Javelin Throw],1997-12-24
1550264,True,MUNTEAN Andrei-Vasile,MUNTEAN AV,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Artistic Gymnastics'],"['Men', Men's Parallel Bars]",1993-01-30
1550271,True,NISHANT DEV,NISHANT DEV,Male,Athlete,India,India,IND,175.0,0.0,['Boxing'],[Men's 71kg],2000-12-23
1550285,True,ADAM Adriana,ADAM A,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Four]",1999-04-11
1550289,True,ANGHEL Roxana,ANGHEL R,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Pair]",1998-01-01
1550294,True,BERES Amalia,BERES A,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Four]",1997-06-18
1550295,True,TARNOVSCHI Serghei,TARNOVSCHI S,Male,Athlete,Republic of Moldova,Republic of Moldova,MDA,0.0,0.0,['Canoe Sprint'],[Men's Canoe Single 1000m],1997-06-24
1550300,True,OLARASU Maria,OLARASU M,Female,Athlete,Republic of Moldova,Republic of Moldova,MDA,0.0,0.0,['Canoe Sprint'],"[Women's Canoe Single 200m, Women's Canoe Double 500m]",2000-05-28
1550303,True,BODNAR Ancuta,BODNAR A,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Double Sculls]",1998-09-25
1550307,True,COCIU Daniela,COCIU D,Female,Athlete,Republic of Moldova,Republic of Moldova,MDA,0.0,0.0,['Canoe Sprint'],"[Women's Canoe Single 200m, Women's Canoe Double 500m]",2000-05-04
1550309,True,NIKHAT Zareen,NIKHAT Z,Female,Athlete,India,India,IND,170.0,0.0,['Boxing'],[Women's 50kg],1996-06-14
1550313,True,PREETI,PREETI,Female,Athlete,India,India,IND,170.0,0.0,['Boxing'],[Women's 54kg],2003-10-23
1550324,True,CIOTAU Emanuela Ioana,CIOTAU EI,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Women's Quadruple Sculls],2002-09-15
1550326,True,JAISMINE,JAISMINE,Female,Athlete,India,India,IND,174.0,0.0,['Boxing'],[Women's 57kg],2001-08-30
1550327,True,KHIEW Hoe Yean,KHIEW HY,Male,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Swimming'],[Men's 400m Freestyle],2002-09-02
1550329,True,CIRES Patricia,CIRES P,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Women's Quadruple Sculls],2002-06-11
1550384,True,COZMIUC Ionela Livia,COZMIUC IL,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Lightweight Women's Double Sculls],1995-01-03
1550432,True,BORGOHAIN Lovlina,BORGOHAIN L,Female,Athlete,India,India,IND,177.0,0.0,['Boxing'],[Women's 75kg],1997-01-02
1550437,True,LEHACI Maria,LEHACI M,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Four]",1999-06-28
1550531,True,MOROSAN Ioana Madalina,MOROSAN IM,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Women's Quadruple Sculls],1999-06-24
1550542,True,PETREANU Victoria Stefania,PETREANU VS,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Women's Eight],2003-01-21
1550544,True,DOGUE Marvin,DOGUE M,Male,Athlete,Germany,Germany,GER,0.0,0.0,['Modern Pentathlon'],[Men's Individual],1995-11-01
1550546,True,LIEBIG Fabian,LIEBIG F,Male,Athlete,Germany,Germany,GER,0.0,0.0,['Modern Pentathlon'],[Men's Individual],1994-06-18
1550551,True,ZILLEKENS Annika,ZILLEKENS A,Female,Athlete,Germany,Germany,GER,0.0,0.0,['Modern Pentathlon'],[Women's Individual],1990-04-03
1550553,True,LANGREHR Rebecca,LANGREHR R,Female,Athlete,Germany,Germany,GER,0.0,0.0,['Modern Pentathlon'],[Women's Individual],1998-04-04
1550560,True,RADIS Simona,RADIS S,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Double Sculls]",1999-04-05
1550630,True,RUSU Maria Magdalena,RUSU MM,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Four]",1999-09-30
1550644,True,UNGUREANU Alexandra,UNGUREANU A,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Women's Quadruple Sculls],2001-03-07
1550661,True,van GRONINGEN Gianina Elena,van GRONINGEN GE,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Lightweight Women's Double Sculls],1995-05-21
1550789,True,VRINCEANU Ioana,VRINCEANU I,Female,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Women's Eight, Women's Pair]",1994-03-07
1550806,True,ADAM Constantin,ADAM C,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Eight],1996-07-12
1550815,True,KUSHITASHVILI Georgii,KUSHITASHVILI G,Male,Athlete,Georgia,Georgia,GEO,190.0,0.0,['Boxing'],[Men's 92kg],1995-11-16
1550831,True,GRESHAM Zackary,GRESHAM Z,Male,Athlete,Grenada,Grenada,GRN,0.0,0.0,['Swimming'],[Men's 100m Backstroke],2004-09-29
1550881,True,SCHEMBRI Kruz,SCHEMBRI K,Male,Athlete,"Virgin Islands, US",United States,USA,0.0,0.0,['Fencing'],[Men's Foil Individual],2006-10-25
1550974,True,CRACIUN Nicolae,CRACIUN N,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Canoe Sprint'],[Men's Canoe Single 1000m],1994-06-14
1550975,True,de GENNARO Giovanni,de GENNARO G,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Canoe Slalom'],"[Men's Kayak Single, Men's Kayak Cross]",1992-07-21
1550977,True,HORN Stefanie,HORN S,Female,Athlete,Italy,Italy,ITA,0.0,0.0,['Canoe Slalom'],"[Women's Kayak Single, Women's Kayak Cross]",1991-01-09
1550978,True,IVALDI Raffaello,IVALDI R,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Canoe Slalom'],[Men's Canoe Single],1997-12-16
1550980,True,BERTONCELLI Marta,BERTONCELLI M,Female,Athlete,Italy,Italy,ITA,0.0,0.0,['Canoe Slalom'],"[Women's Canoe Single, Women's Kayak Cross]",2001-07-03
1551050,True,ABBADINI Yumin,ABBADINI Y,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Artistic Gymnastics'],"['Men', Men's All-Around, Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team]",2001-05-06
1551051,True,BARTOLINI Nicola,BARTOLINI N,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Artistic Gymnastics'],"['Men', Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team]",1996-02-07
1551052,True,CASALI Lorenzo Minh,CASALI LM,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Artistic Gymnastics'],"['Men', Men's All-Around, Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team]",2002-09-12
1551057,True,MACCHIATI Mario,MACCHIATI M,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Artistic Gymnastics'],"['Men', Men's All-Around, Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team]",1999-11-27
1551058,True,MACCHINI Carlo,MACCHINI C,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Artistic Gymnastics'],"['Men', Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team]",1996-05-05
1551061,True,D'AMATO Alice,D'AMATO A,Female,Athlete,Italy,Italy,ITA,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2003-02-07
1551121,True,BRAVO YOUNG Roman Guillermo,BRAVO YOUNG RG,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Wrestling'],[Men's Freestyle 57kg],1999-01-28
1551123,True,GOMEZ Austin Klee,GOMEZ AK,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Wrestling'],[Men's Freestyle 65kg],1998-03-19
1551159,True,FAHMI Muhd Azeem,FAHMI MA,Male,Athlete,Malaysia,Malaysia,MAS,181.0,0.0,['Athletics'],[Men's 100m],2004-04-29
1551169,True,BAZADZE Sandro,BAZADZE S,Male,Athlete,Georgia,Georgia,GEO,0.0,0.0,['Fencing'],[Men's Sabre Individual],1993-07-29
1551175,True,ARTENI Florin,ARTENI F,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Men's Eight, Men's Pair]",2001-03-06
1551177,True,BAITOC Bogdan,BAITOC B,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Eight],1998-06-09
1551178,True,BEJAN Sergiu Vasile,BEJAN SV,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Four],1996-11-18
1551180,True,BERARIU Stefan Constantin,BERARIU SC,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Four],1999-01-14
1551184,True,CHIRUTA Mihai,CHIRUTA M,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Single Sculls],1998-09-26
1551186,True,CORNEA Andrei Sebastian,CORNEA AS,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Double Sculls],1999-11-10
1551188,True,COZMIUC Marius Vasile,COZMIUC MV,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Eight],1992-09-07
1551190,True,DANCIU Laurentiu,DANCIU L,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Eight],2000-03-31
1551238,True,ENACHE Marian Florian,ENACHE MF,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Double Sculls],1995-08-05
1551246,True,BEIQI Hana,BEIQI H,Female,Athlete,Kosovo,Kosovo,KOS,0.0,0.0,['Swimming'],[Women's 50m Freestyle],2008-09-28
1551249,True,MOUTTAKI Yasmine,MOUTTAKI Y,Female,Athlete,Morocco,Morocco,MAR,155.0,0.0,['Boxing'],[Women's 50kg],1997-06-22
1551270,True,GOLOVINA Luba,GOLOVINA L,Female,Athlete,Georgia,Georgia,GEO,0.0,0.0,['Trampoline Gymnastics'],['Women'],1990-04-20
1551283,True,BERTAL Widad,BERTAL W,Female,Athlete,Morocco,Morocco,MAR,170.0,0.0,['Boxing'],[Women's 54kg],1999-08-31
1551307,True,DJURAEV Akbar,DJURAEV A,Male,Athlete,Uzbekistan,Uzbekistan,UZB,0.0,0.0,['Weightlifting'],[Men's 102kg],1999-10-08
1551316,True,STOEVA Stefani,STOEVA S,Female,Athlete,Bulgaria,Bulgaria,BUL,173.0,0.0,['Badminton'],[Women's Doubles],1995-09-23
1551318,True,MARDI Khadija,MARDI K,Female,Athlete,Morocco,Morocco,MAR,183.0,0.0,['Boxing'],[Women's 75kg],1991-02-01
1551324,True,STOEVA Gabriela,STOEVA G,Female,Athlete,Bulgaria,Bulgaria,BUL,168.0,0.0,['Badminton'],[Women's Doubles],1994-07-15
1551330,True,NALBANTOVA Kaloyana,NALBANTOVA K,Female,Athlete,Bulgaria,Bulgaria,BUL,176.0,0.0,['Badminton'],[Women's Singles],2006-03-06
1551347,True,ADASHBAEVA Rigina,ADASHBAEVA R,Female,Athlete,Uzbekistan,Uzbekistan,UZB,0.0,0.0,['Weightlifting'],[Women's 81kg],2001-10-29
1551355,True,JABBOROVA Tursunoy,JABBOROVA T,Female,Athlete,Uzbekistan,Uzbekistan,UZB,0.0,0.0,['Weightlifting'],[Women's +81kg],2002-03-04
1551387,True,MONNA Paolo,MONNA P,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Shooting'],['10m Air Pistol Men'],1998-04-19
1551388,True,MALDINI Federico Nilo,MALDINI FN,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Shooting'],['10m Air Pistol Men'],2001-03-28
1551390,True,MAZZETTI Riccardo,MAZZETTI R,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Shooting'],['25m Rapid Fire Pistol Men'],1984-05-02
1551391,True,SPINELLA Massimo,SPINELLA M,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Shooting'],['25m Rapid Fire Pistol Men'],1999-08-08
1551400,True,SOLLAZZO Danilo Dennis,SOLLAZZO DD,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",2002-12-05
1551401,True,BONAZZI Edoardo,BONAZZI E,Male,Athlete,Italy,Italy,ITA,0.0,0.0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",2002-07-03
1551443,True,TALAKHADZE Lasha,TALAKHADZE L,Male,Athlete,Georgia,Georgia,GEO,0.0,0.0,['Weightlifting'],[Men's +102kg],1993-10-02
1551445,True,MISHVELIDZE Shota,MISHVELIDZE S,Male,Athlete,Georgia,Georgia,GEO,0.0,0.0,['Weightlifting'],[Men's 61kg],1994-10-18
1551552,True,BOUKHIAM Ramzi,BOUKHIAM R,Male,Athlete,Morocco,Netherlands,NED,0.0,0.0,['Surfing'],['Men'],1993-09-14
1551755,True,BAKRACI Gresa,BAKRACI G,Female,Athlete,Kosovo,Kosovo,KOS,162.0,0.0,['Athletics'],[Women's 800m],1995-09-11
1551787,True,RAMOS Ethan Adrian,RAMOS EA,Male,Athlete,Puerto Rico,United States,USA,0.0,0.0,['Wrestling'],[Men's Freestyle 86kg],1995-04-03
1551794,True,SMITH Jonovan Darius,SMITH JD,Male,Athlete,Puerto Rico,United States,USA,0.0,0.0,['Wrestling'],[Men's Freestyle 125kg],2001-02-19
1551804,True,CLARO FIZ Alejandro,CLARO FIZ A,Male,Athlete,Cuba,Cuba,CUB,162.0,0.0,['Boxing'],[Men's 51kg],2001-02-27
1551805,True,VELASCO FUENTES Victoria,VELASCO FUENTES V,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Track'],[Women's Omnium],2002-08-05
1551878,True,GAXIOLA GONZALEZ Daniela,GAXIOLA GONZALEZ D,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Track'],"[Women's Keirin, Women's Sprint, Women's Team Sprint]",1992-11-25
1551880,True,VERDUGO OSUNA Yuli,VERDUGO OSUNA Y,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Track'],"[Women's Keirin, Women's Sprint, Women's Team Sprint]",1997-06-29
1551883,True,SALAZAR VALLES Jessica,SALAZAR VALLES J,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Track'],[Women's Team Sprint],1995-09-21
1551884,True,HORTA RODRIGUEZ del REY Saidel Ivan,HORTA RODRIGUEZ d,Male,Athlete,Cuba,Cuba,CUB,170.0,0.0,['Boxing'],[Men's 57kg],2002-03-28
1551906,True,PENA SALAS Ricardo,PENA SALAS R,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Track'],[Men's Omnium],2001-06-30
1551907,True,GUTIERREZ PRIETO Adair Zabdiel,GUTIERREZ PRIETO A,Male,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Mountain Bike'],[Men's Cross-country],2001-01-07
1551908,True,WILLIAMS Sada,WILLIAMS S,Female,Athlete,Barbados,Barbados,BAR,168.0,0.0,['Athletics'],[Women's 400m],1997-12-01
1551912,True,RODRIGUEZ SUAREZ Erika Monserrath,RODRIGUEZ SUAREZ E,Female,Athlete,Mexico,Mexico,MEX,0.0,0.0,['Cycling Mountain Bike'],[Women's Cross-country],1999-02-26
1551918,True,EVELYN Tristan,EVELYN T,Female,Athlete,Barbados,Barbados,BAR,163.0,0.0,['Athletics'],[Women's 100m],1998-01-25
1552005,True,MOHD AFENDY Khairulnizam,MOHD AFENDY K,Male,Athlete,Malaysia,Malaysia,MAS,0.0,0.0,['Sailing'],[Men's Dinghy],1993-05-27
1552017,True,FOO KUNE Kate,FOO KUNE K,Female,Athlete,Mauritius,Mauritius,MRI,162.0,0.0,['Badminton'],[Women's Singles],1993-03-29
1552020,True,PERRIER Marie,PERRIER M,Female,Athlete,Mauritius,Mauritius,MRI,168.0,0.0,['Athletics'],[Women's Marathon],1995-03-30
1552024,True,BIBI Gary Noa Jerrel,BIBI GNJ,Male,Athlete,Mauritius,Mauritius,MRI,178.0,0.0,['Athletics'],[Men's 100m],2000-08-21
1552030,True,LO Chia-Ling,LO CL,Female,Athlete,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Taekwondo'],['Women -57kg'],2001-10-08
1552033,True,HORODISTEANU Florin Bogdan,HORODISTEANU FB,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Quadruple Sculls],1999-04-12
1552037,True,LEHACI Florin Sorin,LEHACI FS,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],"[Men's Eight, Men's Pair]",1999-03-26
1552039,True,LUNGU Andrei,LUNGU A,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Quadruple Sculls],2000-08-06
1552040,True,MANDRILA Andrei,MANDRILA A,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Four],2002-11-28
1552045,True,MUNTEANU Adrian,MUNTEANU A,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Eight],1997-10-13
1552049,True,NUTESCU Leontin,NUTESCU L,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Quadruple Sculls],2004-07-16
1552057,True,BACHMANN Simon,BACHMANN S,Male,Athlete,Seychelles,Seychelles,SEY,0.0,0.0,['Swimming'],[Men's 200m Individual Medley],1999-02-17
1552058,True,PRUNDEANU Ioan,PRUNDEANU I,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Quadruple Sculls],1993-01-17
1552065,True,SEMCIUC Mugurel Vasile,SEMCIUC MV,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Eight],1998-01-24
1552074,True,TIGANESCU Mihaita Vasile,TIGANESCU MV,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Eight],1998-02-04
1552080,True,TUDOSA Ciprian,TUDOSA C,Male,Athlete,Romania,Romania,ROU,0.0,0.0,['Rowing'],[Men's Four],1997-03-31
1552086,True,MEGOS Alexander,MEGOS A,Male,Athlete,Germany,Germany,GER,176.0,0.0,['Sport Climbing'],[Men's Boulder & Lead],1993-08-12
1552087,True,FLOHE Yannick,FLOHE Y,Male,Athlete,Germany,Germany,GER,179.0,0.0,['Sport Climbing'],[Men's Boulder & Lead],1999-08-14
1552089,True,DOERFFEL Lucia,DOERFFEL L,Female,Athlete,Germany,Germany,GER,166.0,0.0,['Sport Climbing'],[Women's Boulder & Lead],2000-03-22
1552154,True,ACCAME Ilaria Elvira,ACCAME IE,Female,Athlete,Italy,Italy,ITA,175.0,0.0,['Athletics'],[Women's 4 x 400m Relay],2001-08-31
1552155,True,ACETI Vladimir,ACETI V,Male,Athlete,Italy,Italy,ITA,185.0,0.0,['Athletics'],"[Men's 4 x 400m Relay, '4 x 400m Relay Mixed']",1998-10-16
1552156,True,ALI Chituru,ALI C,Male,Athlete,Italy,Italy,ITA,198.0,0.0,['Athletics'],"[Men's 100m, Men's 4 x 100m Relay]",1999-04-06
1552157,True,BIANCIARDI Lapo,BIANCIARDI L,Male,Athlete,Italy,Italy,ITA,180.0,0.0,['Athletics'],[Men's 4 x 400m Relay],1998-07-06
1552158,True,BONGIORNI Anna,BONGIORNI A,Female,Athlete,Italy,Italy,ITA,164.0,0.0,['Athletics'],[Women's 200m],1993-09-15
1552159,True,BONORA Alessandra,BONORA A,Female,Athlete,Italy,Italy,ITA,173.0,0.0,['Athletics'],[Women's 4 x 400m Relay],2000-09-07
1552160,True,BORGA Rebecca,BORGA R,Female,Athlete,Italy,Italy,ITA,170.0,0.0,['Athletics'],[Women's 4 x 400m Relay],1998-06-11
1552161,True,CECCARELLI Samuele,CECCARELLI S,Male,Alternate Athlete,Italy,Italy,ITA,184.0,0.0,['Athletics'],[Men's 4 x 100m Relay],2000-01-09
1552162,True,DESALU Eseosa Fostine,DESALU EF,Male,Athlete,Italy,Italy,ITA,180.0,0.0,['Athletics'],"[Men's 200m, Men's 4 x 100m Relay]",1994-02-19
1552163,True,DOSSO Zaynab,DOSSO Z,Female,Athlete,Italy,Italy,ITA,170.0,0.0,['Athletics'],"[Women's 100m, Women's 4 x 100m Relay]",1999-09-12
